#numAllW:283444091
ADEMÁS,181322
EPISCOPAL,2862
ANTE,75503
REINADO,14874
BORIS,1422
COMUNICÓ,1256
INTERVENDRÍA,96
TARDÓ,1676
ACTUAR,9197
FUERZA,44837
DÍA,129565
21,84301
MES,31825
PIDIENDO,2354
AYUDA,40837
ESPAÑOLES,26934
BASE,68298
ACOMPAÑARON,855
SUPUESTO,10234
MONARCA,6683
HISPANO,4189
HICIERON,20877
NADA,41023
IMPEDIRLO,267
VIÉNDOLE,22
MARCHAR,1693
DETENIDO,5751
ESPOSADO,75
MAÑANA,13302
TRASLADADO,5126
PUESTO,62867
DISPOSICIÓN,8947
BELLÓN,58
REAPARECERÍA,62
FEBRERO,45979
REIVINDICANDO,218
TRONO,15065
AUTORIDADES,17081
FRANCESAS,5200
JUZGADO,3601
1938,9559
MOTIVO,32800
REPITIÓ,1584
PRESENCIA,35006
GENDARMES,289
COMANDADOS,1064
NUEVAMENTE,22460
RENÉ,3072
BAULARD,4
RINDE,1397
GUERRA,111688
CIVIL,31869
ESPAÑOLA,49558
CONSIGUIENTE,3909
VICTORIA,35559
ESTALLIDO,2147
II,59090
MUNDIAL,53544
INVASIÓN,13177
ALEMANES,13186
DEJÓ,24404
DIFÍCIL,19174
TESITURA,277
AMPARADA,150
DIRIGIDO,17926
ÉSTE,58397
DEPUESTO,1425
TUVO,100537
SIMPATIZAR,124
FORZOSAMENTE,442
REGÍMENES,1250
NAZI,4000
MANTENER,22418
APROVECHANDO,4707
SITUACIÓN,43242
ORGANIZAR,6638
CADENAS,7519
EVASIÓN,829
DESTINADAS,2898
PASAR,24399
JUDÍOS,11447
PERSEGUIDOS,1515
ASÍ,231724
OFICIALES,23772
SOLDADOS,23328
ESTUVO,44581
YA,290971
BIEN,111535
EJÉRCITO,66668
COMPROMETÍA,478
INVADIR,1805
PRESENTE,26607
MEDIANTE,63415
CESABAN,47
HOSTILIDADES,1767
PAÍSES,67601
BELIGERANTES,307
GRAN,256540
FINALMENTE,62051
INCURSIONES,2939
ENVIÓ,10801
CONTINGENTE,2030
EVITAR,26886
GUARDIAS,3436
CIVILES,11711
PERMANECIENDO,2208
TANTO,138383
ENTRÓ,15527
FUNCIONES,24360
PRESIDIDO,2552
ÚLTIMA,51934
FECHA,44785
HISTÓRICA,16150
APROBÓ,5034
SEGUNDA,97773
DESARTICULÓ,38
ÚLTIMAS,14791
REMINISCENCIAS,611
FEUDALES,842
DECLARAR,2348
ESTADO,158802
PARLAMENTARIO,2882
CONSTITUCIÓN,20788
JEFATURA,1925
RECAE,1005
FIGURA,27023
FRANCÉS,51130
HEREDERO,6582
ACTUALES,16005
JEFES,7301
SON,470291
PRESIDENTE,96745
REPÚBLICA,46591
REPRESENTADO,7333
JEFE,39994
INTERNACIONALMENTE,3268
VARIAS,83469
ORGANIZACIONES,14713
POSEER,4352
EXTERIOR,21593
EJECUTIVO,11626
ÓRGANO,10307
COMPUESTO,19658
SEIS,41036
LEGISLATIVO,4099
TRATA,50552
PARLAMENTO,13076
UNICAMERAL,239
MIXTA,2294
PARITARIA,60
NACIONAL,145855
28,53938
ELEGIDOS,6063
SEDE,40205
PREVISTO,4798
INAUGURE,54
PARTIDOS,48497
REPRESENTADOS,3094
LES,94494
VALLS,664
RESULTADOS,33631
JUDICIAL,10097
SISTEMA,112747
JUZGA,445
INSTANCIA,4803
MENORES,18047
CONTRAVENCIONES,33
PENALES,2111
DIRIME,38
DELITOS,3211
RECURSOS,24908
CONTRA,168637
SENTENCIAS,1452
DICTADAS,485
TRIBUNAL,10453
BATLLES,6
OCHO,24099
MAGISTRADOS,1585
DESIGNADOS,1762
JUSTÍCIA,55
COMPETENCIAS,5017
ADMINISTRATIVOS,2797
VELA,3870
INDEPENDENCIA,26755
BUEN,26224
FUNCIONAMIENTO,13785
JUSTICIA,17828
ENCARGADO,11034
INTERPRETAR,5932
DECIDIR,4691
ADECUACIÓN,724
RESTANTES,6090
ÉSTA,35477
COMPONE,7756
PÚBLICA,27124
ÓRGANOS,7066
CORPORACIONES,1349
PERSONALIDAD,10753
JURÍDICA,4822
POTESTAD,1115
NORMATIVA,2537
LOCAL,41440
COMUNS,10
ENCARGAN,1408
APROBAR,1782
EJECUTAR,4725
PRESUPUESTO,6350
COMUNAL,2164
GESTIONAR,1570
PROPIEDAD,24910
PUEDEN,125073
PRESENTAR,9383
ELIGEN,1342
SUFRAGIO,1388
UNIVERSAL,12888
INCLUYEN,23463
CÓNSUL,4346
MAYOR,177032
MENOR,44344
14,93957
COMUNALES,1154
REVISIONES,2049
MÉDICAS,2059
REALIZAN,11719
ESTABLECE,11648
DENEGARÁ,4
AQUELLAS,9665
PERSONAS,95832
PADEZCAN,41
U,54345
ENFERMEDADES,10670
SUSCEPTIBLES,1156
CUARENTENA,416
DEFINIDAS,2031
REGLAMENTO,4116
SANITARIO,1366
INTERNACIONAL,71697
GRAVES,7976
REPRESENTEN,258
PELIGRO,11808
ORDEN,60545
SEGURIDAD,29494
SALUD,26408
20MINUTOS,304
CRÓNICAS,5036
EVOLUCIONEN,39
INCAPACIDAD,1942
LABORAL,4841
INCAPACIDADES,86
FÍSICAS,5193
PSÍQUICAS,269
TIPO,98063
GEOGRAFÍA,26608
SUPERFICIE,44320
ENGLOBADA,175
KM²,28673
SIENDO,128875
MONTAÑOSO,1906
65,15145
500,31007
M,131460
MONTAÑA,16291
ALTA,44914
PICO,9688
942,481
CORDILLERA,6574
ENCLAVADO,937
ESCARPADOS,199
PICOS,3202
MONTAÑOSOS,809
ESTRECHOS,1615
FLUYEN,481
NUMEROSOS,27754
CURSOS,8393
AGUA,78247
UNEN,4633
FORMAR,25579
RÍO,92796
VALIRA,60
ORIENTE,13952
HAY,158798
BOSCOSAS,955
CLIMA,22102
MEDITERRÁNEO,6264
GOZA,2055
DECLARADO,9139
TEMPERATURAS,9081
FRÍAS,2643
SUAVES,2488
PRODUCEN,10486
VARIACIONES,6548
DEPENDIENDO,10190
ORIENTACIÓN,6624
PORCENTAJE,7252
ELEVADO,7392
SOLEADOS,296
SECO,6801
MÍNIMAS,1828
ANUALES,5723
11,99571
NBSP,113554
°C,12642
MÁXIMAS,2336
24,66085
ATARDECER,955
PRECIPITACIONES,4178
INVIERNO,15764
TODO,202576
NIEVE,5580
RELIEVE,7006
PEQUEÑO,41573
CARACTERIZA,11088
CUMBRES,2743
MATERIALES,19664
ELEVAN,683
ENCIMA,15666
MSNM,5080
CULMINAN,305
CERCA,66577
ACTIVIDAD,43453
HUMANA,17376
CENTRA,4725
TRANSVERSAL,2247
NORESTE,11867
SUROESTE,10635
PARTIR,81699
407,1280
DESCIENDE,2635
840,954
ENTRA,12112
VEGETACIÓN,9393
BOSQUES,11463
5,215020
DISTRIBUIDOS,3235
PISOS,6203
ALTITUDINALES,74
200,29589
700,8241
PREDOMINA,2205
300,19514
ABUNDA,855
SUSTITUIDO,5708
PRADOS,1359
ALPINOS,296
PARRÓQUIA,13
MASSANA,64
MANTIENE,16243
MASAS,5772
FORESTALES,2002
IMPORTANTES,61695
BOSC,239
ARINSAL,16
HIDROGRAFÍA,2278
CRUZADO,1939
RÍOS,24923
NACE,15621
ORIENTAL,21879
RECORRIDO,14843
23,78506
PASA,27211
CIUDADES,49700
CANILLO,55
ENCAMP,24
CONFLUYENDO,76
CIUDAD,307678
ORDINO,42
ESCALDES,55
ENGORDANY,29
CONFLUIR,172
AMBOS,59366
CAUDAL,4472
ANUAL,13761
MEDIO,86455
13,94252
3,290140
CÚBICOS,992
ÚLTIMO,77263
DESCENSO,7927
ACABA,8373
DESEMBOCANDO,498
AFLUENTE,4347
60,32474
REPRESENTATIVOS,2212
CUYA,33261
EXTENSA,6241
LAGOS,6546
HECTÁREAS,6547
ÉPOCA,89340
ESTIVAL,1058
CONSECUENTE,1266
FALTA,30561
PUEDE,263209
AVISTARSE,23
DIFERENTES,76001
REALIDAD,34544
7,135953
ORGANIZACIÓN,44314
DIVIDE,10534
TERRITORIALMENTE,358
ADMINISTRATIVO,6813
AUN,18273
SUBDIVISIONES,911
TERRITORIALES,3528
DIVIDEN,2977
QUARTS,16
CUARTOS,6251
VEÏNATS,2
VECINDADES,245
TOMAN,5199
NOMBRE,251036
PROTOCOLARIO,72
FRONTERIZA,2218
POBLADA,3589
PRINCIPAL,99910
RECIENTE,11609
HABERSE,6573
JUNIO,54814
DEMOGRAFÍA,61960
2008,177781
31,42720
636,769
27,53309
794,651
214,2596
540,1622
NACIONALIDADES,1348
VOLUNTARIA,1554
CARÁCTER,32638
RESTRICTIVO,184
ADQUIRIR,5251
1998,51347
INFORMACIÓN,70389
53,17911
NACIDO,39106
CIUDADANOS,12793
CRECIDO,2451
SIGNIFICATIVAMENTE,2638
ÚLTIMOS,39100
REPRESENTABAN,1844
CONTRARIO,20910
ABSOLUTO,6217
PERO,475498
DISMINUIDO,1238
48,20761
4,223761
32,28641
HOY,72649
CONSTITUYEN,8169
MINORÍA,3732
JUNTO,145820
PORTUGUESES,3578
16,99989
CONJUNTO,48517
DISPONEN,3295
MAYORITARIOS,438
TIENEN,87763
ELECCIONES,37322
NI,71910
TAMPOCO,16199
PRESIDENTES,6056
33,24664
SOCIAL,52044
CUANTO,29769
678,663
SEGUIDA,4705
714,1181
234,2366
651,687
635,806
625,1125
947,567
TASA,8537
DEMOGRÁFICO,2075
MAYORÍA,76286
EUROPEOS,12267
ESTIMABA,647
CIAPOP,6
DEBIDA,2752
ESTIMADA,4132
10,155412
59,16695
000,124128
ALTÍSIMA,330
MIGRANTES,574
LLEGADO,13327
MÁXIMO,22883
ELEVADA,6375
ECONOMIC,1340
MUNDO,135727
82,8212
80,30834
85,10916
MUJERES,42902
HIJOS,42082
MUJER,46424
15,114446
72,8996
64,15012
12,118027
RESIDENTES,6173
38,23276
LENGUAS,18391
LLENGUA,255
LINGÜÍSTICA,4719
RESULTADO,39824
TRANSFORMACIÓN,7821
DEMOGRÁFICA,9485
VIVIDO,2881
MITAD,32397
EXTRANJERAS,4033
17,90119
1989,31890
75,14493
—MÁXIMO,5
HISTÓRICO—,7
2007,197338
ALREDEDOR,49579
FENÓMENO,11393
PESAR,61679
LENGUA,34062
SUELE,28335
OIRSE,30
OBVIAMENTE,3353
RECIENTEMENTE,16598
HABIDO,4444
INCREMENTO,7511
SIGNIFICATIVO,4271
HABLA,22275
INSTITUTO,37882
454,1140
ALUMNOS,11935
PROCEDEN,2240
FAMILIAS,21498
INMIGRANTES,6489
DETRÁS,15037
NUMEROSO,1500
ACUERDO,57944
49,18748
UTILIZA,30725
ESTUDI,92
MATERNA,2979
EXTENDIDA,3148
PORTUGUESA,5086
43,21114
DECLARÓ,12154
ESTUDIO,58226
PRODUCIDO,17450
DETERIORO,2550
POSICIÓN,45676
CATALANA,5667
FAVOR,46384
100,50333
SABEN,2910
LEER,10697
CASTELLANO,18096
OCUPA,16029
PROPORCIÓN,4810
APRENDIÓ,3641
OBSERVATORI,30
CENTRE,2840
RECERCA,82
SOCIOLÒGICA,1
USOS,10660
LINGÜÍSTICOS,1129
SIGUIENTES,55664
OFICIALIDAD,636
INDEPENDIENTE,23837
LE,412992
PERMITE,38031
CIERTA,16802
ÁMBITO,15760
INGRESO,11482
PERMITIÓ,15189
USO,80062
ASAMBLEA,14822
TRAJO,4203
CANCIÓN,84121
«»,9823
ECONOMÍA,36540
TRADICIONALMENTE,8775
AGRÍCOLA,9786
GANADERO,1191
DÉCADA,40235
IDO,8906
PERDIENDO,6305
IMPORTANCIA,36329
PRODUCCIÓN,65833
LIMITADA,7073
TIERRA,72745
CULTIVABLE,273
PLANTÁNDOSE,21
CASI,73692
TOTALIDAD,10184
CAMPOS,20383
CRIANZA,1534
BOVINA,400
EQUINA,149
BASADAS,4665
EXPLOTACIÓN,9109
PREDOMINAN,1989
INDUSTRIAS,6585
MUEBLES,2885
PRIMARIAS,3238
ESTIMACIONES,2433
SOSTÉN,627
MILLONES,56902
VISITAN,1542
ANUALMENTE,5506
ATRAÍDAS,177
DIFERENCIAL,1924
PRECIOS,6680
VECINOS,17793
EROSIONADO,211
MIENTRAS,130374
ECONOMÍAS,1172
ABIERTO,14670
PROPORCIONANDO,1267
DISPONIBILIDAD,2413
AMPLIA,14414
TARIFAS,1527
BAJAS,12912
RECIBIÓ,38945
049,312
490,1274
VISITANTES,7527
418,1225
409,1321
TURISTAS,4708
631,938
081,591
EXCURSIONISTAS,241
57,17384
39,20945
0,143556
VENÍAN,2087
SECTOR,30186
FINANCIERO,4480
ENTIDADES,8480
BANCARIAS,799
MIEMBRO,53529
UNIÓN,38608
EUROPEA,15394
CONTRIBUYE,2289
SUSTANCIALMENTE,1252
GRACIAS,66006
DECLARACIÓN,9072
PARÍS,25501
CUMBRE,6228
DEJAR,18543
CONSIDERADO,30771
PARAÍSO,3539
FISCAL,5525
ENTREVISTA,11482
CONSIGUE,13476
AMENAZADO,1278
DIMITIR,781
ESTAS,97335
PRESIONES,3181
FIRMADO,6625
TRATADOS,6227
INTERCAMBIO,7726
AGENTES,7967
SINDICALES,1339
ASALARIADOS,276
40,48116
694,687
EMPRESARIALES,2007
PLENO,7615
RELACIÓN,55444
ESPECIAL,47164
FUERA,61822
ELLA,112958
COMERCIO,23697
MANUFACTURADOS,382
EXONERADOS,46
IMPUESTOS,6400
UE,2732
PRODUCTOS,29635
AGRÍCOLAS,5971
MONEDA,8648
FACTO,2565
ANTERIORMENTE,19740
ENTRADA,32134
ÚNICA,38306
PRESUPUESTOS,1465
ESTATALES,4216
ELABORABAN,249
COMERCIALMENTE,1715
USABA,4291
EXCEPCIONALMENTE,1231
EMITIDO,5646
PROPIA,41346
VALOR,34887
LEGAL,11156
DIFERENCIA,35106
USAN,12809
EURO,2111
EMITE,5201
PROPIOS,19424
EUROS,5844
OCTUBRE,55089
NEGOCIACIONES,5698
PROBABLEMENTE,24306
PERMITA,2702
EMITIR,3407
MONEDAS,8023
TRANSPORTES,4911
COMUNICA,4640
VÍAS,12752
TERRESTRES,4520
EXISTE,47806
PROYECTO,64619
LÍNEA,70964
CONECTANDO,650
ESTACIÓN,49912
DESESTIMANDO,54
APOYO,37362
BENEFICIO,6015
INFRAESTRUCTURA,7578
BASTANTE,31224
CUBRIR,4542
CURSO,19535
OBRAS,98674
INFRAESTRUCTURAS,3045
VIARIAS,92
AMPLIACIÓN,6757
CARRILES,1558
CARRETERAS,8374
SUPRESIÓN,1999
RED,40656
VIARIA,289
TÚNELES,2291
INICIADO,4705
TRABAJOS,32676
POSIBLE,59057
ACCEDER,8970
LÍNEAS,27607
REGULARES,4863
CONECTAN,1542
PRÁCTICAMENTE,14910
CUALQUIER,62424
PUNTO,79588
ACCESOS,3835
NAVEGABLE,990
TELECOMUNICACIONES,3143
RADIO,43926
TELEVISIÓN,55358
EMISORA,5280
COMERCIAL,28934
ACTIVO,12353
ESTABLECIÓ,15678
SERVICIOS,47244
PÚBLICOS,13201
ESENCIALES,2963
ENTIDAD,11816
GESTORA,546
CONVIRTIÉNDOSE,10749
RÀDIO,216
TELEVISIÓ,143
FUNDÓ,17977
OPERABAN,673
EMISORAS,3477
APARATOS,3827
CANAL,36853
AUTÓCTONO,625
CADENA,22446
CREADA,18291
PROMUEVE,2185
EMISIÓN,8679
CANALES,12511
INTERNACIONALES,26474
DENTRO,99325
PRIMERAS,37486
EMISIONES,5068
ANALÓGICAS,311
ESPAÑOLAS,9576
POSTERIORES,15756
EMITIENDO,881
ANALÓGICO,896
INTRODUCIENDO,1544
LLEGADA,22960
OFERTA,7678
TELEVISIVA,3559
AMPLIÓ,2663
ESTADOUNIDENSE,43246
BRITÁNICA,12769
FRANCOALEMÁN,6
SOLO,95000
TDT,649
TELEFONÍA,2272
INTERNET,19491
